City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Matamoros,MX,25.5333,-103.25,87.12,32,20,0.0,few clouds
696,Campbell River,CA,50.0163,-125.2446,66.6,42,0,4.61,smoke
697,Santa Luzia,BR,-19.7697,-43.8514,81.5,35,0,8.05,clear sky
698,Pagudpud,PH,18.5616,120.7868,78.67,89,100,15.59,moderate rain
699,Makakilo City,US,21.3469,-158.0858,84.43,70,0,9.22,clear sky
700,Sao Bras De Alportel,PT,37.1531,-7.8875,66.29,88,0,5.75,clear sky
701,Heyang,CN,26.1011,107.473,53.87,44,100,3.27,overcast clouds
702,Sawakin,SD,19.1059,37.3321,81.84,76,0,6.55,clear sky
703,Mahina,PF,-17.5065,-149.489,82.17,65,40,6.91,scattered clouds
704,Stawell,AU,-37.05,142.7667,60.37,85,100,14.65,moderate rain
705,Hornepayne,CA,49.2138,-84.7705,56.34,69,37,12.86,scattered clouds
706,Balao,EC,-2.9167,-79.8167,74.98,76,36,7.11,scattered clouds
